,time,posX,posY,orientation,mac,signal,rawTime,angle,posXY,medSignal,avgSignal,num,sdSignal,iqrSignal,Power,lnPower,avgPower,logAvgPwr,macX,macY,Dist,1/dist,1/dist2,3,00:0f:a3:39:e1:c0,135,-52,,,10
16533,02/11/2006 00:55,2,0,0.3,00:14:bf:b1:97:8d,-68,1.13964E+12,0,Feb-00,-65,-65.13953488,86,2.012682089,2,1.58489E-07,-15.65757863,3.06229E-07,-14.9989322,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
16539,02/11/2006 00:55,2,0,0.3,00:14:bf:b1:97:90,-54,1.13964E+12,0,Feb-00,-59,-59.125,88,3.389681774,6,3.98107E-06,-12.4339595,1.22321E-06,-13.61403436,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
16540,02/11/2006 00:55,2,0,0.3,00:14:bf:3b:c7:c6,-67,1.13964E+12,0,Feb-00,-63,-62.92473118,93,2.511869904,1,1.99526E-07,-15.42732012,5.09949E-07,-14.4889548,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
17516,02/11/2006 00:57,2,0,45.5,00:14:bf:b1:97:8a,-32,1.13964E+12,45,Feb-00,-38,-37.42592593,108,2.623416135,4.25,0.000630957,-7.368272298,0.000180887,-8.617637913,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
17517,02/11/2006 00:57,2,0,45.5,00:14:bf:3b:c7:c6,-61,1.13964E+12,45,Feb-00,-62,-62.875,104,2.67199609,1,7.94328E-07,-14.04576907,5.15822E-07,-14.47750377,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
17518,02/11/2006 00:57,2,0,45.5,00:0f:a3:39:e1:c0,-58,1.13964E+12,45,Feb-00,-54,-54.69369369,111,2.521878062,2,1.58489E-06,-13.35499354,3.39337E-06,-12.59368838,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
17519,02/11/2006 00:57,2,0,45.5,00:14:bf:b1:97:90,-57,1.13964E+12,45,Feb-00,-57,-57.94444444,90,2.87711275,3,1.99526E-06,-13.12473503,1.6053E-06,-13.3422014,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
17520,02/11/2006 00:57,2,0,45.5,00:14:bf:b1:97:81,-64,1.13964E+12,45,Feb-00,-63,-64.0952381,84,3.016497001,3.25,3.98107E-07,-14.7365446,3.89472E-07,-14.75847398,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
17526,02/11/2006 00:57,2,0,45.5,00:14:bf:b1:97:8d,-71,1.13964E+12,45,Feb-00,-69,-68.72826087,92,2.065431125,3,7.94328E-08,-16.34835416,1.34021E-07,-15.82526689,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
18504,02/11/2006 00:57,2,0,90.5,00:14:bf:b1:97:8a,-36,1.13964E+12,90,Feb-00,-34,-33.96969697,99,0.788366245,0,0.000251189,-8.289306335,0.000400895,-7.821811786,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
18505,02/11/2006 00:57,2,0,90.5,00:0f:a3:39:e1:c0,-49,1.13964E+12,90,Feb-00,-51,-52.62727273,110,4.220654958,2,1.25893E-05,-11.28266696,5.46101E-06,-12.11787737,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
18506,02/11/2006 00:57,2,0,90.5,00:14:bf:b1:97:8d,-67,1.13964E+12,90,Feb-00,-67,-66.44578313,83,1.290235487,1,1.99526E-07,-15.42732012,2.26684E-07,-15.29970697,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
18507,02/11/2006 00:57,2,0,90.5,00:14:bf:3b:c7:c6,-63,1.13964E+12,90,Feb-00,-64,-64.73504274,117,3.541364345,1,5.01187E-07,-14.50628609,3.36121E-07,-14.90579444,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
18508,02/11/2006 00:57,2,0,90.5,00:14:bf:b1:97:90,-64,1.13964E+12,90,Feb-00,-61,-61.37037037,81,3.533569175,5,3.98107E-07,-14.7365446,7.29395E-07,-14.13105,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
18509,02/11/2006 00:57,2,0,90.5,00:14:bf:b1:97:81,-64,1.13964E+12,90,Feb-00,-69,-68.67567568,74,1.183309824,1,3.98107E-07,-14.7365446,1.35654E-07,-15.81315871,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
19412,02/11/2006 00:58,2,0,135.7,00:14:bf:b1:97:8a,-33,1.13964E+12,135,Feb-00,-32,-31.3877551,98,2.657929793,4,0.000501187,-7.598530807,0.000726481,-7.2272977,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,1,,,,
19413,02/11/2006 00:58,2,0,135.7,00:14:bf:b1:97:90,-56,1.13964E+12,135,Feb-00,-56,-56.61538462,91,2.106968495,3,2.51189E-06,-12.89447652,2.18003E-06,-13.03617406,1,14,14.03566885,0.07124705,0.005076142,,0,1,,,,
19414,02/11/2006 00:58,2,0,135.7,00:0f:a3:39:e1:c0,-60,1.13964E+12,135,Feb-00,-52,-53.96363636,110,5.553620643,3,0.000001,-13.81551056,4.01455E-06,-12.42558647,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,1,0.009006195,2,0,0.119574118
19415,02/11/2006 00:58,2,0,135.7,00:14:bf:b1:97:8d,-65,1.13964E+12,135,Feb-00,-65,-65.85057471,87,3.182542262,3,3.16228E-07,-14.9668031,2.59982E-07,-15.16265517,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,1,,,,
19416,02/11/2006 00:58,2,0,135.7,00:14:bf:3b:c7:c6,-64,1.13964E+12,135,Feb-00,-65,-65.13861386,101,2.034844972,2,3.98107E-07,-14.7365446,3.06294E-07,-14.99872013,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,1,,,,
19417,02/11/2006 00:58,2,0,135.7,00:14:bf:b1:97:81,-66,1.13964E+12,135,Feb-00,-67,-66.75268817,93,2.35287019,4,2.51189E-07,-15.19706161,2.11218E-07,-15.37037447,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,1,,,,
20378,02/11/2006 00:59,2,0,180.2,00:14:bf:b1:97:8a,-32,1.13964E+12,180,Feb-00,-33,-32.33653846,104,3.151854368,6,0.000630957,-7.368272298,0.00058391,-7.445763142,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
20379,02/11/2006 00:59,2,0,180.2,00:14:bf:b1:97:90,-57,1.13964E+12,180,Feb-00,-61,-60.75,88,3.404695878,4,1.99526E-06,-13.12473503,8.41395E-07,-13.98820444,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
20380,02/11/2006 00:59,2,0,180.2,00:0f:a3:39:e1:c0,-61,1.13964E+12,180,Feb-00,-57,-57.77477477,111,4.999426667,2,7.94328E-07,-14.04576907,1.66925E-06,-13.30313351,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
20381,02/11/2006 00:59,2,0,180.2,00:14:bf:3b:c7:c6,-64,1.13964E+12,180,Feb-00,-62,-62.69892473,93,3.416026634,1,3.98107E-07,-14.7365446,5.37165E-07,-14.43696094,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
20382,02/11/2006 00:59,2,0,180.2,00:14:bf:b1:97:8d,-66,1.13964E+12,180,Feb-00,-63,-64.12359551,89,3.051900394,3,2.51189E-07,-15.19706161,3.86937E-07,-14.76500351,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
20383,02/11/2006 00:59,2,0,180.2,00:14:bf:b1:97:81,-69,1.13964E+12,180,Feb-00,-66,-66.22093023,86,2.251280226,2,1.25893E-07,-15.88783714,2.3873E-07,-15.24793268,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
21405,02/11/2006 01:00,2,0,225,00:14:bf:b1:97:8a,-32,1.13964E+12,225,Feb-00,-30,-29.38834951,103,1.567019212,2,0.000630957,-7.368272298,0.001151238,-6.76691755,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
21406,02/11/2006 01:00,2,0,225,00:14:bf:3b:c7:c6,-63,1.13964E+12,225,Feb-00,-62,-62.3814433,97,2.447121178,2,5.01187E-07,-14.50628609,5.77904E-07,-14.36385814,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
21407,02/11/2006 01:00,2,0,225,00:14:bf:b1:97:8d,-63,1.13964E+12,225,Feb-00,-69,-68.8125,96,2.664829411,4,5.01187E-07,-14.50628609,1.31447E-07,-15.84466367,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
21408,02/11/2006 01:00,2,0,225,00:14:bf:b1:97:90,-64,1.13964E+12,225,Feb-00,-64,-63.81521739,92,3.016181079,5,3.98107E-07,-14.7365446,4.15411E-07,-14.69399683,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
21409,02/11/2006 01:00,2,0,225,00:0f:a3:39:e1:c0,-59,1.13964E+12,225,Feb-00,-53.5,-54.70909091,110,4.57625594,4,1.25893E-06,-13.58525205,3.38136E-06,-12.59723372,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
21410,02/11/2006 01:00,2,0,225,00:14:bf:b1:97:81,-72,1.13964E+12,225,Feb-00,-61,-61.73809524,84,3.347788508,2,6.30957E-08,-16.57861267,6.70178E-07,-14.21572178,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
22512,02/11/2006 01:01,2,0,270.9,00:14:bf:b1:97:8a,-29,1.13964E+12,270,Feb-00,-30,-29.71287129,101,1.160488119,1,0.001258925,-6.67749677,0.001068348,-6.84164145,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
22513,02/11/2006 01:01,2,0,270.9,00:14:bf:b1:97:8d,-66,1.13964E+12,270,Feb-00,-67,-67.04166667,96,1.716279125,2,2.51189E-07,-15.19706161,1.97621E-07,-15.43691423,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
22514,02/11/2006 01:01,2,0,270.9,00:0f:a3:39:e1:c0,-54,1.13964E+12,270,Feb-00,-54,-57.04545455,110,6.618553798,7,3.98107E-06,-12.4339595,1.97449E-06,-13.13520133,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
22515,02/11/2006 01:01,2,0,270.9,00:14:bf:b1:97:81,-63,1.13964E+12,270,Feb-00,-66,-66.16853933,89,2.211724723,4,5.01187E-07,-14.50628609,2.41627E-07,-15.23586923,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
22517,02/11/2006 01:01,2,0,270.9,00:14:bf:3b:c7:c6,-68,1.13964E+12,270,Feb-00,-64,-65.57731959,97,4.586745059,5,1.58489E-07,-15.65757863,2.76865E-07,-15.09973585,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
22523,02/11/2006 01:01,2,0,270.9,00:14:bf:b1:97:90,-54,1.13964E+12,270,Feb-00,-58,-58.07070707,99,2.778387894,2.5,3.98107E-06,-12.4339595,1.5593E-06,-13.37127444,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
23532,02/11/2006 01:02,2,0,315.2,00:14:bf:b1:97:8a,-45,1.13964E+12,315,Feb-00,-35,-35.91743119,109,2.966256028,3,3.16228E-05,-10.36163292,0.00025601,-8.270294164,2.5,-0.8,0.943398113,1.05999788,1.123595506,,0,0,,,,
23533,02/11/2006 01:02,2,0,315.2,00:14:bf:3b:c7:c6,-66,1.13964E+12,315,Feb-00,-66,-66.07,100,1.810491311,3,2.51189E-07,-15.19706161,2.47172E-07,-15.21317971,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
23534,02/11/2006 01:02,2,0,315.2,00:0f:a3:39:e1:c0,-61,1.13964E+12,315,Feb-00,-58,-57.95454545,110,2.77070641,3.75,7.94328E-07,-14.04576907,1.60157E-06,-13.34452724,7.5,6.3,8.363013811,0.119574118,0.01429797,,1,0,,,,
23535,02/11/2006 01:02,2,0,315.2,00:14:bf:b1:97:8d,-67,1.13964E+12,315,Feb-00,-66,-66.75,84,2.952944212,2,1.99526E-07,-15.42732012,2.11349E-07,-15.3697555,33.5,9.3,32.84417757,0.030446797,0.000927007,,0,0,,,,
23536,02/11/2006 01:02,2,0,315.2,00:14:bf:b1:97:81,-69,1.13964E+12,315,Feb-00,-68,-67.5483871,93,3.045010634,5,1.25893E-07,-15.88783714,1.75858E-07,-15.55359092,33.5,2.8,31.62419959,0.031621354,0.00099991,,0,0,,,,
23542,02/11/2006 01:02,2,0,315.2,00:14:bf:b1:97:90,-52,1.13964E+12,315,Feb-00,-58,-57.24175824,91,3.23295757,5,6.30957E-06,-11.97344248,1.88723E-06,-13.18040192,1,14,14.03566885,0.07124705,0.005076142,,0,0,,,,
24506,02/11/2006 01:03,0,1,0.7,00:14:bf:b1:97:8a,-44,1.13965E+12,0,0-1,-43,-42.73195876,97,3.67286067,7,3.98107E-05,-10.13137441,5.33094E-05,-9.839397124,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
24507,02/11/2006 01:03,0,1,0.7,00:0f:a3:39:e1:c0,-49,1.13965E+12,0,0-1,-51,-50.57272727,110,2.198661356,3,1.25893E-05,-11.28266696,8.7645E-06,-11.64480079,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
24508,02/11/2006 01:03,0,1,0.7,00:14:bf:b1:97:90,-58,1.13965E+12,0,0-1,-57,-56.86170213,94,3.447302401,3,1.58489E-06,-13.35499354,2.05982E-06,-13.09289077,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
24509,02/11/2006 01:03,0,1,0.7,00:14:bf:b1:97:8d,-64,1.13965E+12,0,0-1,-63,-63.02298851,87,1.66340231,2,3.98107E-07,-14.7365446,4.98541E-07,-14.51157938,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
24510,02/11/2006 01:03,0,1,0.7,00:14:bf:3b:c7:c6,-65,1.13965E+12,0,0-1,-65,-66.89411765,85,5.02617797,6,3.16228E-07,-14.9668031,2.04451E-07,-15.40293981,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
24511,02/11/2006 01:03,0,1,0.7,00:14:bf:b1:97:81,-69,1.13965E+12,0,0-1,-71,-70.39534884,86,2.245408752,2,1.25893E-07,-15.88783714,9.12988E-08,-16.20912808,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
25532,02/11/2006 01:04,0,1,45.7,00:0f:a3:39:e1:c0,-54,1.13965E+12,45,0-1,-52,-52.6,110,3.086519967,3,3.98107E-06,-12.4339595,5.49541E-06,-12.11159759,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
25533,02/11/2006 01:04,0,1,45.7,00:14:bf:b1:97:81,-62,1.13965E+12,45,0-1,-59,-61.16504854,103,5.529062409,3,6.30957E-07,-14.27602758,7.64707E-07,-14.0837729,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
25534,02/11/2006 01:04,0,1,45.7,00:14:bf:b1:97:90,-65,1.13965E+12,45,0-1,-59,-59.27472527,91,2.000366267,1.5,3.16228E-07,-14.9668031,1.18176E-06,-13.64850988,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
25538,02/11/2006 01:04,0,1,45.7,00:14:bf:b1:97:8a,-37,1.13965E+12,45,0-1,-42,-42.18085106,94,4.124312301,6.75,0.000199526,-8.519564844,6.05222E-05,-9.712499887,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
25541,02/11/2006 01:04,0,1,45.7,00:14:bf:b1:97:8d,-66,1.13965E+12,45,0-1,-64,-64.57831325,83,2.518809639,2,2.51189E-07,-15.19706161,3.48473E-07,-14.86970614,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
25542,02/11/2006 01:04,0,1,45.7,00:14:bf:3b:c7:c6,-68,1.13965E+12,45,0-1,-69,-68.98979592,98,2.676722484,2,1.58489E-07,-15.65757863,1.26189E-07,-15.88548757,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
26563,02/11/2006 01:05,0,1,89.8,00:14:bf:b1:97:8a,-37,1.13965E+12,90,0-1,-40,-40.21782178,101,2.674337153,2,0.000199526,-8.519564844,9.51082E-05,-9.260495691,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
26564,02/11/2006 01:05,0,1,89.8,00:14:bf:b1:97:90,-61,1.13965E+12,90,0-1,-61,-60.47826087,92,2.388057562,3,7.94328E-07,-14.04576907,8.95723E-07,-13.92563419,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
26565,02/11/2006 01:05,0,1,89.8,00:14:bf:3b:c7:c6,-61,1.13965E+12,90,0-1,-66,-65.7,90,1.795437413,2,7.94328E-07,-14.04576907,2.69153E-07,-15.12798406,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
26566,02/11/2006 01:05,0,1,89.8,00:0f:a3:39:e1:c0,-58,1.13965E+12,90,0-1,-55,-55.17272727,110,1.590447926,2,1.58489E-06,-13.35499354,3.03898E-06,-12.70398994,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
26567,02/11/2006 01:05,0,1,89.8,00:14:bf:b1:97:8d,-63,1.13965E+12,90,0-1,-63,-63.52380952,84,2.813376784,4,5.01187E-07,-14.50628609,4.44241E-07,-14.62689769,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
26575,02/11/2006 01:05,0,1,89.8,00:14:bf:b1:97:81,-67,1.13965E+12,90,0-1,-63,-63.94186047,86,4.540937066,2.75,1.99526E-07,-15.42732012,4.03473E-07,-14.72315747,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
27574,02/11/2006 01:06,0,1,135.9,00:0f:a3:39:e1:c0,-50,1.13965E+12,135,0-1,-52,-53.62727273,110,4.017985005,6,0.00001,-11.51292546,4.33783E-06,-12.34813588,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,1,0.006796521,0,1,0.108888797
27575,02/11/2006 01:06,0,1,135.9,00:14:bf:b1:97:81,-60,1.13965E+12,135,0-1,-63,-63.84210526,95,5.334184796,8,0.000001,-13.81551056,4.12847E-07,-14.70018799,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,1,,,,
27576,02/11/2006 01:06,0,1,135.9,00:14:bf:b1:97:8d,-61,1.13965E+12,135,0-1,-64,-64.52808989,89,2.83280253,5,7.94328E-07,-14.04576907,3.52526E-07,-14.85814179,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,1,,,,
27577,02/11/2006 01:06,0,1,135.9,00:14:bf:b1:97:90,-61,1.13965E+12,135,0-1,-59,-58.22115385,104,5.313395292,7.25,7.94328E-07,-14.04576907,1.50621E-06,-13.40591609,1,14,13.03840481,0.076696499,0.005882353,,0,1,,,,
27578,02/11/2006 01:06,0,1,135.9,00:14:bf:3b:c7:c6,-62,1.13965E+12,135,0-1,-66,-66.21904762,105,2.667399167,4,6.30957E-07,-14.27602758,2.38833E-07,-15.24749919,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,1,,,,
27583,02/11/2006 01:06,0,1,135.9,00:14:bf:b1:97:8a,-44,1.13965E+12,135,0-1,-41,-41.02173913,92,3.148270975,4,3.98107E-05,-10.13137441,7.90362E-05,-9.445604501,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,1,,,,
28623,02/11/2006 01:07,0,1,180.1,00:14:bf:b1:97:8a,-38,1.13965E+12,180,0-1,-36,-36.88990826,109,3.229893501,1,0.000158489,-8.749823353,0.000204649,-8.494215283,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
28624,02/11/2006 01:07,0,1,180.1,00:0f:a3:39:e1:c0,-46,1.13965E+12,180,0-1,-47,-50.14545455,110,5.844838331,10,2.51189E-05,-10.59189143,9.67063E-06,-11.54641761,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
28625,02/11/2006 01:07,0,1,180.1,00:14:bf:3b:c7:c6,-62,1.13965E+12,180,0-1,-63,-64.19626168,107,3.797812807,2,6.30957E-07,-14.27602758,3.80517E-07,-14.78173552,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
28626,02/11/2006 01:07,0,1,180.1,00:14:bf:b1:97:81,-64,1.13965E+12,180,0-1,-62,-63.40425532,94,4.886494772,2,3.98107E-07,-14.7365446,4.56641E-07,-14.59936931,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
28633,02/11/2006 01:07,0,1,180.1,00:14:bf:b1:97:90,-56,1.13965E+12,180,0-1,-59,-58.76041667,96,3.695644069,6,2.51189E-06,-12.89447652,1.33033E-06,-13.53008595,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
28635,02/11/2006 01:07,0,1,180.1,00:14:bf:b1:97:8d,-70,1.13965E+12,180,0-1,-68,-68.29411765,85,2.313642405,2,0.0000001,-16.11809565,1.48111E-07,-15.72530172,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
29685,02/11/2006 01:08,0,1,225.2,00:14:bf:b1:97:8a,-38,1.13965E+12,225,0-1,-38.5,-39.09803922,102,2.96016391,4,0.000158489,-8.749823353,0.000123082,-9.002656226,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
29687,02/11/2006 01:08,0,1,225.2,00:0f:a3:39:e1:c0,-51,1.13965E+12,225,0-1,-49,-50.90909091,110,6.217090169,3,7.94328E-06,-11.74318397,8.11131E-06,-11.72225138,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
29688,02/11/2006 01:08,0,1,225.2,00:14:bf:b1:97:81,-64,1.13965E+12,225,0-1,-63,-63.65555556,90,3.19114333,2,3.98107E-07,-14.7365446,4.30967E-07,-14.65723333,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
29690,02/11/2006 01:08,0,1,225.2,00:14:bf:b1:97:90,-66,1.13965E+12,225,0-1,-57,-57.2755102,98,1.616797217,2,2.51189E-07,-15.19706161,1.87262E-06,-13.1881736,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
29691,02/11/2006 01:08,0,1,225.2,00:14:bf:3b:c7:c6,-61,1.13965E+12,225,0-1,-62,-62.38297872,94,3.076467682,2,7.94328E-07,-14.04576907,5.777E-07,-14.36421169,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
29700,02/11/2006 01:08,0,1,225.2,00:14:bf:b1:97:8d,-67,1.13965E+12,225,0-1,-67,-66.79120879,91,2.575596947,2,1.99526E-07,-15.42732012,2.09353E-07,-15.37924417,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
30756,02/11/2006 01:09,0,1,269.9,00:14:bf:b1:97:8a,-38,1.13965E+12,270,0-1,-38,-38.60194175,103,1.610868757,1,0.000158489,-8.749823353,0.000137977,-8.888425563,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
30757,02/11/2006 01:09,0,1,269.9,00:0f:a3:39:e1:c0,-57,1.13965E+12,270,0-1,-54,-55.66055046,109,6.146694661,6,1.99526E-06,-13.12473503,2.71609E-06,-12.81631538,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
30758,02/11/2006 01:09,0,1,269.9,00:14:bf:b1:97:90,-59,1.13965E+12,270,0-1,-55,-55.13592233,103,1.842039277,2,1.25893E-06,-13.58525205,3.06484E-06,-12.69551528,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
30759,02/11/2006 01:09,0,1,269.9,00:14:bf:3b:c7:c6,-67,1.13965E+12,270,0-1,-68,-67.44761905,105,2.671001513,3,1.99526E-07,-15.42732012,1.79986E-07,-15.53038822,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
30762,02/11/2006 01:09,0,1,269.9,00:14:bf:b1:97:81,-68,1.13965E+12,270,0-1,-69,-68.94382022,89,2.909074949,4,1.58489E-07,-15.65757863,1.27532E-07,-15.87490127,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
30785,02/11/2006 01:09,0,1,269.9,00:14:bf:b1:97:8d,-63,1.13965E+12,270,0-1,-66.5,-66.0212766,94,2.119944833,4,5.01187E-07,-14.50628609,2.49961E-07,-15.20196073,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
31810,02/11/2006 01:10,0,1,315.3,00:14:bf:b1:97:8a,-35,1.13965E+12,315,0-1,-35,-37.7745098,102,5.000805604,9.75,0.000316228,-8.059047825,0.000166936,-8.697902317,2.5,-0.8,3.08058436,0.324613737,0.105374078,,0,0,,,,
31811,02/11/2006 01:10,0,1,315.3,00:0f:a3:39:e1:c0,-57,1.13965E+12,315,0-1,-54,-54.58181818,110,3.541061413,2,1.99526E-06,-13.12473503,3.48192E-06,-12.56792809,7.5,6.3,9.183681179,0.108888797,0.01185677,,1,0,,,,
31812,02/11/2006 01:10,0,1,315.3,00:14:bf:b1:97:90,-63,1.13965E+12,315,0-1,-58,-58.61956522,92,2.562804059,3,5.01187E-07,-14.50628609,1.37418E-06,-13.4976537,1,14,13.03840481,0.076696499,0.005882353,,0,0,,,,
31813,02/11/2006 01:10,0,1,315.3,00:14:bf:b1:97:8d,-70,1.13965E+12,315,0-1,-66,-67.33333333,75,2.309401077,2,0.0000001,-16.11809565,1.84785E-07,-15.50407296,33.5,9.3,34.51289614,0.028974676,0.000839532,,0,0,,,,
31814,02/11/2006 01:10,0,1,315.3,00:14:bf:3b:c7:c6,-71,1.13965E+12,315,0-1,-67,-67.58762887,97,2.617061716,2,7.94328E-08,-16.34835416,1.74276E-07,-15.56262667,12.8,-2.8,13.35215338,0.074894286,0.005609154,,0,0,,,,
31824,02/11/2006 01:10,0,1,315.3,00:14:bf:b1:97:81,-71,1.13965E+12,315,0-1,-71,-71.98795181,83,4.261266203,7,7.94328E-08,-16.34835416,6.3271E-08,-16.57583847,33.5,2.8,33.54832336,0.029807749,0.000888502,,0,0,,,,
32844,02/11/2006 01:11,1,1,0.4,00:14:bf:b1:97:8a,-46,1.13965E+12,0,01-Jan,-47,-46.8989899,99,3.632323565,3,2.51189E-05,-10.59189143,2.04221E-05,-10.7988915,2.5,-0.8,2.343074903,0.4267896,0.182149362,,0,0,,,,
32845,02/11/2006 01:11,1,1,0.4,00:14:bf:b1:97:90,-52,1.13965E+12,0,01-Jan,-55,-55.21875,96,3.601763092,5.25,6.30957E-06,-11.97344248,3.00694E-06,-12.71458706,1,14,13,0.076923077,0.00591716,,0,0,,,,
32846,02/11/2006 01:11,1,1,0.4,00:14:bf:3b:c7:c6,-62,1.13965E+12,0,01-Jan,-62,-62.24752475,101,2.321232175,2,6.30957E-07,-14.27602758,5.96002E-07,-14.33302226,12.8,-2.8,12.39677377,0.080666149,0.006507028,,0,0,,,,
32848,02/11/2006 01:11,1,1,0.4,00:0f:a3:39:e1:c0,-60,1.13965E+12,0,01-Jan,-52,-54.00909091,110,7.210460615,3,0.000001,-13.81551056,3.97275E-06,-12.43605276,7.5,6.3,8.386894539,0.119233644,0.014216662,,1,0,,,,
32849,02/11/2006 01:11,1,1,0.4,00:14:bf:b1:97:8d,-68,1.13965E+12,0,01-Jan,-62,-62.97701149,87,2.537976723,3,1.58489E-07,-15.65757863,5.03847E-07,-14.50099279,33.5,9.3,33.54310659,0.029812385,0.000888778,,0,0,,,,
32853,02/11/2006 01:11,1,1,0.4,00:14:bf:b1:97:81,-63,1.13965E+12,0,01-Jan,-67,-67.01052632,95,3.52647958,6,5.01187E-07,-14.50628609,1.99043E-07,-15.4297439,33.5,2.8,32.54980799,0.030722147,0.00094385,,0,0,,,,
